user_id,client_id,total_amount,generation_age,gender,latitude,longitude,credit_score,credit_score_group
1323,1323,512274,millennials,Female,32.34,-108.7,719,good
107,107,172966,gen X,Male,34.29,-94.33,734,good
597,597,632714,baby boomer,Male,37.74,-122.44,736,good
1138,1138,615213,gen X,Female,33.68,-86.39,768,very good
1341,1341,511596,silent generation,Male,41.15,-85.48,686,good
20,20,280826,silent generation,Female,32.42,-97.1,757,very good
200,200,353378,baby boomer,Female,38.21,-82.56,701,good
170,170,388053,millennials,Male,35.01,-97.37,768,very good
755,755,186382,silent generation,Female,33.82,-78.67,642,fair
1980,1980,268124,gen X,Male,29.37,-95.45,612,fair
1284,1284,477521,gen X,Female,41.76,-70.08,765,very good
1213,1213,251222,millennials,Male,38.62,-122.61,795,very good
1578,,,silent generation,Male,30.33,-81.65,714,good
454,,,silent generation,Female,46.87,-96.81,751,very good
770,,,millennials,Male,33.04,-96.74,706,good
1308,,,millennials,Female,47.36,-122.1,619,fair
1139,,,gen Z,Female,32.88,-84.67,645,fair
1632,,,gen Z,Female,46.87,-96.81,660,fair
968,,,gen Z,Female,42.88,-78.85,722,good
1011,,,millennials,Female,27.75,-82.64,676,good
1435,1435,758631,gen X,Female,34.06,-84.27,703,good
250,250,460399,gen X,Female,44.52,-122.81,786,very good
1193,1193,443610,silent generation,Female,41.69,-73.92,717,good
584,584,225756,baby boomer,Male,38.66,-121.37,743,very good
1104,1104,694126,silent generation,Male,26.23,-80.13,850,excellent
576,576,469331,baby boomer,Female,33.95,-84.54,638,fair
609,609,258761,baby boomer,Male,32.91,-96.62,717,good
1236,1236,247429,baby boomer,Female,38.86,-104.76,730,good
1972,1972,171257,baby boomer,Female,41.47,-81.67,772,very good
1477,1477,295539,gen X,Male,40.15,-82.68,696,good
1473,1473,241992,gen X,Female,37.04,-93.29,850,excellent
346,346,472082,silent generation,Female,34.43,-119.68,687,good
212,212,186875,gen X,Male,32.79,-96.76,797,very good
794,794,116369,gen X,Female,33.94,-118.2,730,good
1851,1851,518890,gen X,Male,35.83,-78.83,727,good
1891,1891,331764,gen X,Female,29.19,-81.05,725,good
972,972,491390,millennials,Male,31.84,-106.43,681,good
942,942,644376,millennials,Male,30.3,-90.97,742,very good
869,869,248120,baby boomer,Male,33.85,-84.22,745,very good
32,32,317850,silent generation,Female,40.31,-79.54,695,good
1731,1731,222074,baby boomer,Female,34.14,-117.45,704,good
322,322,120853,gen X,Male,31.22,-84.21,829,excellent
1189,1189,280890,baby boomer,Female,42.66,-73.79,693,good
173,173,526332,baby boomer,Female,32.45,-99.73,668,fair
582,582,184838,gen X,Male,41.36,-85.23,583,fair
15,,,gen X,Female,34.02,-118.31,788,very good
1380,,,millennials,Male,33.62,-112.13,736,good
1491,,,gen X,Female,32.25,-111.08,710,good
1420,,,silent generation,Female,44.94,-93.1,688,good
129,,,baby boomer,Female,34.1,-118.05,510,poor
290,,,millennials,Female,42.4,-83.6,687,good
43,,,millennials,Female,33.99,-118.39,721,good
558,,,gen Z,Male,27.97,-82.76,692,good
1092,,,gen X,Male,41.01,-75.99,720,good
271,,,millennials,Female,45.65,-122.66,685,good
215,,,gen Z,Male,35.57,-82.54,716,good
109,,,millennials,Female,45.6,-108.68,737,good
1703,1703,738514,gen X,Female,39.08,-108.55,747,very good
1145,1145,873643,gen X,Female,44.26,-88.39,747,very good
1963,1963,1254021,greatest generation,Male,38.35,-121.93,821,excellent
1809,1809,668287,gen X,Female,38.81,-77.72,664,fair
659,659,436630,baby boomer,Male,38.73,-86.47,812,excellent
1222,1222,411469,gen X,Female,42.39,-113.78,600,fair
34,34,766699,gen X,Male,38.48,-121.34,737,good
822,822,246207,gen X,Female,32.61,-117.03,793,very good
329,329,592739,baby boomer,Male,34.39,-119.51,701,good
363,363,483854,gen X,Female,27.9,-82.78,701,good
1422,1422,354831,baby boomer,Female,35.51,-78.73,767,very good
1757,1757,264449,millennials,Male,40.19,-85.39,784,very good
595,595,247903,silent generation,Male,36.5,-78.55,699,good
754,754,702867,silent generation,Female,33.69,-78.89,705,good
1281,1281,144270,silent generation,Female,34.1,-117.38,689,good
147,147,351912,millennials,Male,32.35,-86.28,800,excellent
1416,1416,644327,baby boomer,Female,43.03,-76.3,709,good
1089,1089,398055,millennials,Female,38.22,-85.74,729,good
1486,1486,145874,millennials,Female,36.48,-81.05,789,very good
587,,,gen Z,Male,40.64,-73.94,643,fair
1715,,,millennials,Female,42.27,-89.06,679,good
1235,,,gen Z,Male,33.6,-117.66,813,excellent
1745,,,gen Z,Female,33.94,-83.99,728,good
71,,,millennials,Male,43.44,-93.21,701,good
1961,,,gen Z,Male,35.59,-77.37,657,fair
896,,,millennials,Female,38.04,-84.45,626,fair
353,,,gen Z,Female,33.83,-117.2,721,good
1158,,,baby boomer,Male,35.78,-78.11,716,good
1883,,,silent generation,Male,38.49,-121.53,723,good
333,,,gen Z,Female,39.45,-74.72,706,good
105,,,gen X,Male,41.47,-75.57,742,very good
1957,1957,279807,gen X,Male,34.15,-118.6,772,very good
538,538,361190,baby boomer,Female,35.3,-77.15,814,excellent
891,891,398643,millennials,Female,35.44,-94.35,746,very good
1579,1579,310163,silent generation,Female,27.95,-82.48,728,good
1192,1192,158611,gen X,Female,44.22,-93.44,768,very good
895,895,335604,gen X,Female,34.23,-116.86,832,excellent
433,433,419146,gen X,Male,39.38,-89.07,771,very good
1561,1561,502777,silent generation,Female,35.0,-80.94,759,very good
714,714,282845,baby boomer,Female,45.34,-122.66,760,very good
1808,1808,264976,millennials,Female,32.02,-102.1,697,good
737,737,650254,baby boomer,Female,42.33,-122.79,758,very good
752,752,454740,baby boomer,Female,40.82,-72.98,664,fair
1072,1072,456405,gen X,Female,38.71,-92.08,648,fair
583,583,219367,baby boomer,Male,41.76,-88.29,636,fair
1256,1256,621989,millennials,Male,41.2,-73.13,728,good
1054,1054,275100,gen X,Male,45.47,-122.37,639,fair
906,906,351617,silent generation,Male,40.57,-112.33,705,good
1638,1638,544848,silent generation,Female,44.67,-93.24,668,fair
1988,1988,1323101,baby boomer,Male,25.77,-80.2,737,good
432,432,469306,baby boomer,Female,36.08,-81.92,686,good
1863,1863,586634,gen X,Female,42.29,-85.22,850,excellent
1538,1538,457434,silent generation,Male,40.71,-73.99,590,fair
839,839,344177,gen X,Female,41.63,-73.21,622,fair
1787,1787,715348,gen X,Female,38.04,-84.45,689,good
220,220,338970,millennials,Female,38.1,-122.63,722,good
1602,1602,198414,gen X,Female,40.38,-77.88,717,good
1162,,,gen Z,Female,35.46,-97.51,705,good
1132,,,gen Z,Female,28.4,-80.6,694,good
1395,,,baby boomer,Male,40.98,-74.11,604,fair
482,,,gen X,Male,42.39,-122.93,714,good
788,,,gen Z,Female,40.71,-73.99,802,excellent
1447,,,millennials,Male,47.49,-122.1,610,fair
1974,,,silent generation,Female,39.99,-111.81,647,fair
664,,,gen Z,Female,40.86,-76.78,697,good
279,,,gen Z,Female,27.95,-82.48,753,very good
426,,,millennials,Female,42.9,-85.82,754,very good
1014,,,gen X,Female,33.6,-117.82,729,good
971,,,gen Z,Female,33.37,-84.78,732,good
998,,,gen Z,Male,34.08,-117.46,703,good
975,,,millennials,Female,42.88,-78.85,675,good
624,,,millennials,Male,42.89,-85.72,710,good
1947,,,silent generation,Male,31.62,-82.88,765,very good
848,848,469110,gen X,Male,38.86,-76.6,711,good
524,524,196907,baby boomer,Male,38.37,-81.81,726,good
719,719,467340,gen X,Female,42.27,-89.06,767,very good
1583,1583,123108,millennials,Male,40.04,-76.3,826,excellent
1752,1752,362084,millennials,Female,29.97,-92.12,810,excellent
1813,1813,685222,millennials,Female,35.82,-87.01,808,excellent
634,634,453114,gen X,Female,41.38,-81.64,683,good
148,148,389799,baby boomer,Male,43.6,-71.74,663,fair
621,621,253333,gen X,Male,29.19,-81.05,612,fair
1587,1587,1121583,millennials,Male,42.18,-70.73,695,good
1082,1082,357502,millennials,Female,37.23,-119.49,622,fair
278,278,1021518,baby boomer,Male,29.76,-95.38,686,good
783,783,227164,baby boomer,Male,35.31,-106.55,693,good
178,178,362013,gen X,Female,39.01,-94.28,727,good
990,990,238103,silent generation,Female,30.09,-90.99,737,good
393,393,223645,gen X,Male,33.44,-94.07,765,very good
1876,1876,211026,gen X,Male,38.05,-84.72,775,very good
1823,1823,680862,baby boomer,Male,33.27,-111.94,743,very good
993,,,gen X,Female,29.43,-90.3,638,fair
1951,,,gen X,Female,39.13,-76.69,708,good
522,,,millennials,Female,38.46,-85.95,774,very good
960,,,millennials,Male,33.83,-117.85,750,very good
54,,,gen Z,Female,41.66,-83.58,696,good
466,,,baby boomer,Female,40.4,-81.35,643,fair
510,,,millennials,Male,37.72,-122.44,777,very good
1573,,,baby boomer,Male,29.18,-82.13,746,very good
1414,,,baby boomer,Female,38.35,-81.63,783,very good
1943,,,gen Z,Female,41.71,-72.83,706,good
965,,,gen Z,Female,38.58,-121.4,713,good
1015,,,millennials,Female,33.88,-84.37,838,excellent
540,,,millennials,Female,42.37,-87.86,634,fair
258,,,gen X,Male,37.27,-79.95,694,good
1870,,,gen Z,Male,32.85,-117.2,767,very good
377,377,694298,silent generation,Female,47.39,-122.26,750,very good
1966,1966,474362,gen X,Male,36.05,-90.51,782,very good
1381,1381,612714,silent generation,Male,41.69,-81.33,690,good
938,938,528255,millennials,Female,38.97,-94.95,720,good
1871,1871,372705,silent generation,Male,35.11,-106.62,696,good
564,564,541851,baby boomer,Male,44.08,-70.24,765,very good
1084,1084,511142,millennials,Male,47.26,-122.45,775,very good
60,60,612512,gen X,Female,43.23,-77.06,655,fair
275,275,1022794,gen X,Female,29.56,-95.02,710,good
1018,1018,738995,silent generation,Female,29.57,-81.21,755,very good
257,257,449698,gen X,Male,34.2,-118.39,708,good
1777,1777,633937,gen X,Male,38.83,-77.21,741,very good
1779,1779,336049,millennials,Male,33.46,-82.5,733,good
1250,1250,342270,silent generation,Female,40.01,-78.36,746,very good
1369,1369,434207,baby boomer,Female,39.35,-85.96,850,excellent
1520,1520,795915,baby boomer,Male,37.72,-122.44,789,very good
517,517,155085,millennials,Male,42.31,-83.21,811,excellent
1433,1433,597843,baby boomer,Male,30.68,-88.04,581,fair
1766,1766,169801,baby boomer,Male,43.06,-87.96,789,very good
61,61,759947,gen X,Female,41.05,-73.74,801,excellent
1048,1048,369810,baby boomer,Female,29.79,-95.82,779,very good
216,216,241466,baby boomer,Female,39.92,-85.36,687,good
1470,1470,229448,silent generation,Male,30.79,-98.43,700,good
1775,1775,560009,millennials,Male,38.91,-75.43,788,very good
569,569,99794,gen X,Male,34.83,-92.2,662,fair
307,,,gen Z,Male,30.23,-92.81,680,good
1550,,,gen Z,Male,47.85,-122.28,776,very good
1867,,,millennials,Male,29.45,-98.5,644,fair
784,,,gen X,Male,30.19,-90.78,688,good
1760,,,millennials,Female,39.16,-89.48,682,good
1059,,,gen X,Male,35.43,-82.5,644,fair
1800,,,baby boomer,Male,37.48,-86.29,641,fair
1845,,,millennials,Male,40.53,-89.35,784,very good
95,,,millennials,Female,47.62,-122.16,701,good
929,,,baby boomer,Female,40.15,-75.22,850,excellent
532,,,millennials,Male,38.53,-90.0,775,very good
625,,,gen Z,Female,36.33,-82.36,680,good
1008,1008,309491,gen X,Female,41.83,-87.68,657,fair
364,364,652650,baby boomer,Female,35.79,-83.97,775,very good
748,748,274530,gen X,Male,29.76,-95.38,706,good
277,277,275524,gen X,Male,33.77,-89.81,799,very good
828,828,571474,baby boomer,Female,29.45,-98.5,659,fair
1877,1877,962076,baby boomer,Male,32.92,-96.45,714,good
506,506,730712,baby boomer,Male,42.71,-78.93,733,good
1083,1083,970224,gen X,Female,38.45,-82.64,756,very good
1403,1403,1205675,silent generation,Male,37.94,-77.65,753,very good
1937,1937,587045,baby boomer,Female,38.78,-90.7,667,fair
467,467,398455,millennials,Male,35.06,-85.25,705,good
570,570,347081,millennials,Male,34.29,-83.83,625,fair
1616,1616,701166,gen X,Male,33.0,-97.23,815,excellent
724,724,306971,gen X,Female,35.97,-96.76,731,good
1475,1475,545179,greatest generation,Female,21.31,-158.01,725,good
1975,1975,282728,gen X,Female,41.55,-73.03,738,good
260,260,158986,baby boomer,Male,26.21,-98.31,699,good
1484,1484,579045,silent generation,Female,32.28,-110.73,726,good
928,928,253358,baby boomer,Female,29.76,-95.38,784,very good
700,,,gen Z,Female,40.71,-73.99,590,fair
1650,,,gen Z,Male,40.71,-74.06,687,good
330,,,millennials,Male,40.24,-75.28,711,good
610,,,gen Z,Male,47.78,-117.45,713,good
314,,,millennials,Male,39.0,-77.4,557,poor
1233,,,millennials,Male,38.71,-90.12,697,good
18,,,millennials,Male,39.17,-77.26,637,fair
1984,,,millennials,Female,43.97,-88.95,528,poor
99,,,baby boomer,Female,26.23,-80.13,753,very good
1893,,,millennials,Male,43.1,-71.73,623,fair
703,,,gen X,Female,30.23,-92.19,711,good
943,,,baby boomer,Male,40.2,-74.78,773,very good
722,,,gen Z,Male,41.01,-75.89,707,good
84,84,423604,gen X,Male,36.49,-81.5,738,good
1155,1155,604800,silent generation,Female,31.5,-111.06,689,good
1559,1559,839749,baby boomer,Female,34.05,-84.67,746,very good
1687,1687,865184,baby boomer,Female,35.11,-106.62,621,fair
414,414,860048,gen X,Female,40.79,-74.47,709,good
980,980,230684,silent generation,Male,39.32,-76.72,733,good
1344,1344,485176,baby boomer,Male,42.58,-83.03,736,good
361,361,296158,gen X,Male,33.91,-118.34,804,excellent
1361,1361,301507,baby boomer,Male,42.38,-83.1,638,fair
1885,1885,942134,gen X,Male,33.99,-83.72,753,very good
474,474,890543,baby boomer,Male,40.75,-73.64,683,good
948,948,295037,gen X,Female,26.74,-80.12,718,good
1727,1727,737019,gen X,Female,34.0,-81.03,771,very good
1856,1856,341583,gen X,Male,34.93,-78.72,784,very good
19,19,54443,silent generation,Female,34.41,-119.7,630,fair
936,,,gen Z,Female,35.15,-119.06,718,good
168,,,gen X,Female,30.27,-87.7,646,fair
1593,,,gen Z,Male,39.77,-84.19,753,very good
289,,,gen Z,Female,29.76,-95.38,685,good
1705,,,gen X,Male,35.95,-85.03,850,excellent
966,,,millennials,Female,26.35,-98.11,630,fair
1748,,,gen X,Female,31.21,-81.37,628,fair
1835,,,millennials,Female,40.86,-76.78,793,very good
93,,,millennials,Female,35.75,-87.79,686,good
340,,,gen Z,Male,47.3,-122.37,809,excellent
1819,,,gen Z,Female,30.58,-91.15,672,good
243,,,gen Z,Male,41.84,-87.79,666,fair
23,,,gen Z,Female,29.8,-98.73,645,fair
1601,,,millennials,Female,41.31,-73.84,628,fair
572,,,millennials,Male,29.95,-91.2,680,good
1683,,,gen X,Male,31.84,-106.43,850,excellent
295,,,gen X,Male,40.79,-90.16,681,good
1197,,,millennials,Female,45.79,-122.69,722,good
1949,,,millennials,Female,32.46,-86.44,706,good
994,994,181010,silent generation,Female,40.09,-74.21,771,very good
1844,1844,312645,silent generation,Male,27.8,-97.39,706,good
1150,1150,662352,gen X,Male,32.83,-97.17,791,very good
379,379,545199,gen X,Female,30.68,-88.04,765,very good
1296,1296,593275,baby boomer,Female,28.7,-81.34,788,very good
1816,1816,258547,millennials,Female,40.47,-86.13,784,very good
1736,1736,592054,gen X,Male,40.64,-73.94,695,good
885,885,165900,millennials,Male,36.67,-93.86,700,good
1519,1519,320568,gen X,Female,45.6,-108.68,849,excellent
547,547,222580,baby boomer,Male,42.62,-88.63,778,very good
1179,1179,324976,gen X,Female,36.67,-76.3,752,very good
1623,1623,254816,millennials,Female,39.11,-84.46,746,very good
1826,1826,80083,gen X,Female,28.92,-81.92,654,fair
866,866,467028,millennials,Male,40.43,-79.97,639,fair
633,633,356260,millennials,Female,33.88,-118.27,743,very good
1241,1241,1127314,gen X,Female,40.43,-84.38,814,excellent
646,646,337701,millennials,Female,41.47,-81.67,786,very good
1874,1874,362249,gen X,Male,25.77,-80.2,783,very good
1034,1034,787882,baby boomer,Female,35.12,-80.71,698,good
488,488,1611047,millennials,Male,27.92,-97.29,745,very good
791,791,277743,silent generation,Female,33.98,-117.65,645,fair
1261,1261,417076,baby boomer,Male,45.54,-122.64,527,poor
163,,,millennials,Male,41.37,-79.7,829,excellent
768,,,gen X,Female,40.13,-75.06,620,fair
1806,,,baby boomer,Female,42.31,-71.64,822,excellent
406,,,gen Z,Female,37.3,-122.0,641,fair
187,,,millennials,Female,37.77,-79.99,830,excellent
1325,,,gen Z,Female,37.44,-122.2,745,very good
999,,,gen Z,Female,42.26,-71.11,703,good
567,,,millennials,Male,35.74,-81.69,761,very good
424,,,gen Z,Female,40.29,-79.99,772,very good
910,,,millennials,Male,37.38,-121.9,819,excellent
1152,,,gen X,Male,37.94,-91.76,747,very good
1958,1958,275717,gen X,Male,35.05,-78.87,680,good
48,48,262496,baby boomer,Male,35.11,-106.62,733,good
898,898,194775,silent generation,Female,40.59,-75.47,566,poor
825,825,912374,gen X,Female,34.15,-117.76,787,very good
157,157,452675,gen X,Male,33.83,-117.2,785,very good
154,154,625347,gen X,Male,34.93,-78.72,666,fair
1300,1300,284133,baby boomer,Male,31.13,-93.27,752,very good
1305,1305,357477,gen X,Female,35.33,-89.88,784,very good
1741,1741,528524,silent generation,Male,32.21,-110.88,707,good
98,98,751619,silent generation,Female,40.14,-87.61,590,fair
1904,1904,405162,baby boomer,Male,35.95,-95.38,757,very good
1944,1944,419156,baby boomer,Female,38.95,-84.54,740,very good
1203,1203,131885,millennials,Male,43.42,-73.71,582,fair
40,40,175941,baby boomer,Male,39.92,-83.79,726,good
917,917,242060,baby boomer,Male,34.07,-118.14,678,good
1202,1202,115506,baby boomer,Female,41.83,-87.68,691,good
0,0,625839,millennials,Male,43.59,-70.33,763,very good
1347,1347,317271,baby boomer,Female,35.73,-77.92,590,fair
149,149,278354,gen Z,Female,33.02,-117.12,594,fair
824,,,millennials,Female,27.75,-82.64,695,good
1643,,,millennials,Female,45.47,-122.37,686,good
680,,,gen X,Female,28.5,-81.37,799,very good
574,,,gen Z,Male,38.38,-84.29,713,good
1831,,,millennials,Female,30.33,-81.65,595,fair
202,,,gen Z,Female,39.33,-84.4,850,excellent
846,846,791754,gen X,Female,41.26,-96.01,745,very good
1696,1696,1181132,baby boomer,Female,28.32,-80.68,606,fair
1439,1439,162233,millennials,Female,36.19,-82.95,715,good
997,997,942323,baby boomer,Female,32.64,-116.98,675,good
1196,1196,458329,baby boomer,Female,35.24,-113.76,820,excellent
946,946,329228,gen X,Male,40.31,-79.38,781,very good
231,231,373335,baby boomer,Female,35.05,-78.87,769,very good
1276,1276,465848,silent generation,Female,41.83,-87.68,730,good
1576,1576,546396,silent generation,Female,42.66,-83.38,712,good
114,114,942051,gen X,Female,34.18,-118.39,725,good
989,989,1539056,silent generation,Male,38.87,-77.4,727,good
1508,1508,188068,baby boomer,Female,39.16,-86.52,747,very good
132,132,149653,silent generation,Female,27.48,-82.57,696,good
831,831,328578,millennials,Male,41.29,-91.55,726,good
1834,1834,293456,millennials,Female,33.57,-101.87,681,good
1266,1266,262943,millennials,Female,39.51,-76.17,618,fair
1605,1605,420335,millennials,Male,39.5,-84.37,690,good
1669,1669,363139,gen X,Male,38.66,-121.62,698,good
1812,1812,946116,millennials,Female,34.78,-92.25,574,poor
1723,1723,269795,gen X,Female,39.16,-89.48,839,excellent
73,73,521249,gen X,Male,41.71,-73.96,674,good
983,983,363608,silent generation,Male,43.45,-76.5,827,excellent
1131,1131,753441,silent generation,Male,38.88,-94.81,683,good
1555,1555,113082,millennials,Female,34.01,-86.01,717,good
1045,,,millennials,Male,33.41,-82.31,757,very good
626,,,gen Z,Female,26.11,-80.39,746,very good
1415,,,millennials,Male,33.15,-117.17,689,good
8,,,gen Z,Male,27.95,-82.48,699,good
1803,,,millennials,Female,41.66,-70.34,578,poor
1431,,,baby boomer,Female,30.38,-89.06,599,fair
588,,,gen Z,Male,38.47,-90.75,844,excellent
1057,,,millennials,Female,33.2,-117.29,787,very good
1902,1902,453347,millennials,Female,39.74,-81.51,769,very good
370,370,261495,baby boomer,Male,34.07,-117.62,655,fair
1910,1910,607054,gen X,Male,27.48,-82.57,562,poor
1031,1031,413244,baby boomer,Male,39.75,-104.42,689,good
779,779,774191,silent generation,Female,33.77,-96.67,755,very good
1664,1664,434056,millennials,Male,42.27,-83.73,791,very good
1634,1634,188637,baby boomer,Male,26.18,-98.11,825,excellent
1096,1096,785252,baby boomer,Male,43.04,-76.14,681,good
1562,1562,213413,millennials,Female,36.26,-94.69,759,very good
1648,1648,1310142,baby boomer,Female,40.76,-74.59,621,fair
1417,1417,459801,gen X,Female,42.63,-83.61,835,excellent
80,80,238927,silent generation,Female,41.01,-84.47,498,poor
1371,1371,362547,silent generation,Female,21.41,-157.79,689,good
1976,1976,768990,millennials,Female,39.61,-76.85,699,good
1006,1006,419846,millennials,Male,41.53,-87.26,761,very good
118,118,311937,baby boomer,Female,33.52,-86.79,753,very good
1449,1449,290039,baby boomer,Male,32.61,-83.63,751,very good
1986,1986,362525,gen X,Female,37.68,-122.43,716,good
1411,1411,628109,baby boomer,Female,41.92,-88.3,720,good
122,122,392583,baby boomer,Female,29.69,-91.3,786,very good
494,494,361724,millennials,Male,39.09,-76.85,779,very good
1100,1100,827389,baby boomer,Male,40.72,-73.51,573,poor
1314,1314,693523,gen X,Male,29.7,-98.11,723,good
1357,1357,329402,silent generation,Female,47.2,-122.4,812,excellent
248,248,236417,silent generation,Female,27.95,-82.48,684,good
1394,1394,495691,millennials,Female,38.63,-90.24,558,poor
756,756,443126,baby boomer,Female,39.64,-84.08,679,good
233,233,442653,millennials,Female,44.96,-93.26,716,good
513,,,gen Z,Male,30.5,-90.46,712,good
251,,,gen Z,Male,40.7,-73.61,695,good
429,,,gen Z,Male,35.19,-80.83,683,good
1537,,,millennials,Female,47.69,-117.19,637,fair
232,,,baby boomer,Female,41.58,-73.8,786,very good
792,,,millennials,Female,38.71,-95.08,698,good
41,,,millennials,Male,43.08,-91.56,637,fair
1594,1594,183546,millennials,Male,27.98,-80.66,643,fair
415,415,217435,gen X,Male,39.53,-83.43,763,very good
704,704,1635114,gen X,Female,41.2,-73.73,840,excellent
890,890,356083,millennials,Female,33.87,-117.89,727,good
1453,1453,498381,millennials,Female,33.73,-87.28,641,fair
126,126,231943,baby boomer,Male,34.72,-92.35,799,very good
354,354,428655,silent generation,Female,38.86,-104.76,713,good
1670,1670,387189,baby boomer,Male,33.82,-118.11,732,good
764,764,439037,silent generation,Female,32.61,-83.63,712,good
648,648,138435,millennials,Female,32.78,-108.26,674,good
362,362,762808,millennials,Male,36.07,-115.21,792,very good
459,459,314986,baby boomer,Male,33.36,-81.28,734,good
391,391,233506,silent generation,Female,33.69,-78.89,731,good
684,684,208219,gen X,Male,26.14,-80.13,661,fair
854,,,millennials,Female,41.64,-88.44,688,good
324,,,gen Z,Female,45.55,-122.73,792,very good
66,,,gen Z,Female,41.23,-80.81,721,good
1312,,,millennials,Female,37.3,-121.8,765,very good
1796,,,baby boomer,Female,38.56,-86.61,794,very good
1501,,,millennials,Male,39.98,-82.98,712,good
1244,,,gen X,Female,35.28,-81.28,637,fair
691,,,millennials,Female,38.39,-86.93,561,poor
1108,,,gen Z,Male,40.83,-74.24,685,good
774,774,282316,gen X,Male,42.41,-114.59,588,fair
52,52,1534571,baby boomer,Female,41.56,-73.59,730,good
1529,1529,626307,gen X,Male,26.23,-80.13,692,good
1295,1295,720344,baby boomer,Female,46.78,-92.11,788,very good
65,65,330243,gen X,Female,33.99,-81.08,645,fair
1509,1509,332566,baby boomer,Female,39.38,-76.55,820,excellent
1129,1129,708825,gen X,Male,33.18,-117.29,686,good
24,24,359063,gen X,Female,42.27,-89.06,708,good
577,577,340294,millennials,Female,32.07,-110.92,763,very good
826,826,287342,baby boomer,Female,33.98,-83.88,684,good
229,229,454379,millennials,Female,41.8,-91.49,725,good
604,604,521061,baby boomer,Male,39.84,-75.71,736,good
1903,1903,562979,gen X,Female,47.68,-122.38,709,good
726,726,212834,baby boomer,Male,33.79,-118.29,717,good
932,932,643799,baby boomer,Male,32.36,-92.97,811,excellent
957,957,547018,baby boomer,Female,39.17,-77.26,605,fair
1552,1552,566454,baby boomer,Male,43.65,-116.43,686,good
1636,1636,202638,gen X,Male,39.09,-94.58,695,good
1770,1770,281946,millennials,Male,26.61,-80.05,703,good
1585,1585,415693,millennials,Female,30.33,-81.65,688,good
67,,,gen Z,Female,47.22,-122.54,732,good
31,,,gen X,Female,41.62,-87.72,712,good
130,,,baby boomer,Female,35.19,-80.83,781,very good
1061,,,millennials,Male,33.44,-111.8,739,good
117,,,gen Z,Male,36.24,-90.04,595,fair
1548,,,gen X,Male,40.5,-111.7,721,good
590,,,millennials,Male,34.17,-86.83,724,good
245,,,millennials,Female,26.11,-80.39,528,poor
1588,,,gen X,Male,41.26,-96.01,689,good
1206,,,millennials,Female,37.89,-122.03,727,good
654,,,gen X,Female,39.14,-81.78,524,poor
1159,,,gen Z,Male,43.05,-82.67,732,good
223,,,millennials,Female,38.78,-121.37,803,excellent
1657,,,millennials,Male,33.87,-118.21,655,fair
870,870,493936,baby boomer,Female,38.64,-76.9,821,excellent
1097,1097,284918,millennials,Male,43.95,-86.44,732,good
708,708,1090974,baby boomer,Female,40.71,-73.99,722,good
234,234,452673,gen X,Female,32.76,-96.59,726,good
984,984,730507,baby boomer,Female,28.3,-81.41,850,excellent
1170,1170,366205,millennials,Female,35.4,-80.43,694,good
63,63,322515,gen X,Male,40.72,-74.17,660,fair
1443,1443,627121,gen X,Male,21.44,-158.18,732,good
729,729,354603,silent generation,Female,40.28,-86.51,850,excellent
1712,1712,592632,silent generation,Female,32.79,-96.76,730,good
1237,1237,659377,gen X,Female,42.37,-87.86,717,good
1060,1060,311168,silent generation,Male,39.77,-86.14,785,very good
261,261,655211,gen X,Male,36.0,-114.96,737,good
1596,1596,706060,gen X,Male,34.28,-118.44,734,good
1393,1393,416403,gen X,Female,41.25,-97.12,692,good
1151,1151,69980,gen X,Male,40.35,-74.65,788,very good
549,549,409935,gen X,Male,33.3,-111.74,719,good
104,104,383531,millennials,Female,32.69,-97.01,713,good
1425,1425,442684,silent generation,Female,35.33,-89.88,809,excellent
844,844,157197,baby boomer,Male,32.75,-97.33,738,good
1171,1171,504905,silent generation,Male,21.4,-157.73,781,very good
57,57,436846,millennials,Female,32.33,-111.05,823,excellent
197,197,512801,millennials,Male,37.86,-84.65,724,good
508,,,gen Z,Male,39.75,-75.09,757,very good
308,,,gen X,Male,35.37,-85.38,737,good
1939,,,gen X,Female,33.95,-118.29,685,good
673,,,gen X,Male,37.27,-79.88,722,good
1232,,,gen Z,Male,42.4,-96.35,747,very good
263,,,millennials,Male,40.09,-74.21,663,fair
666,,,baby boomer,Male,35.85,-86.39,725,good
1767,,,gen Z,Female,39.7,-86.38,709,good
982,,,gen X,Male,40.49,-74.48,729,good
1553,,,gen Z,Male,41.24,-81.45,701,good
899,,,millennials,Female,42.24,-83.62,629,fair
1135,1135,621909,silent generation,Female,33.84,-118.35,704,good
528,528,282568,millennials,Male,42.78,-96.16,718,good
1733,1733,416474,gen X,Female,36.73,-84.16,498,poor
1535,1535,363467,baby boomer,Male,38.87,-82.99,590,fair
797,797,354441,baby boomer,Female,21.3,-157.85,651,fair
1024,1024,376262,baby boomer,Male,37.69,-97.13,739,good
1676,1676,430598,gen X,Male,38.81,-94.45,681,good
44,44,352859,silent generation,Male,43.48,-124.16,680,good
727,727,287434,gen X,Male,38.63,-90.24,801,excellent
1362,1362,399742,baby boomer,Male,38.78,-77.27,727,good
1517,1517,516537,millennials,Male,38.9,-77.26,764,very good
1719,1719,306036,silent generation,Female,25.77,-80.2,616,fair
155,155,180293,silent generation,Female,31.31,-89.3,688,good
